"document_line"
"SalesOrderLine|SalesOrder|order-to-order-test-2|20"
"SalesOrderLine|SalesOrder|order-to-order-test-2|30"
"SalesOrderLine|SalesOrder|order-to-order-test-3|10"
"SalesOrderLine|SalesOrder|order-to-order-test-4|10"
"SalesShipmentLine|SalesShipment|SSH15|10"
"SalesShipmentLine|SalesShipment|SSH15|20"
"SalesShipmentLine|SalesShipment|SSH15|30"
"SalesShipmentLine|SalesShipment|SSH16|10"
"SalesShipmentLine|SalesShipment|SSH16|20"
"SalesShipmentLine|SalesShipment|SSH16|30"
"SalesShipmentLine|SalesShipment|SSH17|10"
"SalesShipmentLine|SalesShipment|SSH17|20"
"SalesShipmentLine|SalesShipment|SSH17|30"
"SalesShipmentLine|SalesShipment|SH240001|10"
"SalesShipmentLine|SalesShipment|SHE40001|10"
"SalesShipmentLine|SalesShipment|SHE40002|10"
"SalesShipmentLine|SalesShipment|SSH21|10"
"SalesShipmentLine|SalesShipment|SSH21|20"
"SalesShipmentLine|SalesShipment|SSH21|30"
"SalesShipmentLine|SalesShipment|SSH22|10"
"SalesShipmentLine|SalesShipment|SSH22|20"
"SalesShipmentLine|SalesShipment|SH250001|10"
"SalesShipmentLine|SalesShipment|SH250002|10"
"SalesShipmentLine|SalesShipment|SH250003|10"
"SalesShipmentLine|SalesShipment|SH250004|10"
"SalesShipmentLine|SalesShipment|SH250006|10"
"SalesShipmentLine|SalesShipment|SH250006|20"
"SalesInvoiceLine|SalesInvoice|SI13|10"
"SalesInvoiceLine|SalesInvoice|SI13|20"
"SalesInvoiceLine|SalesInvoice|SI13|30"
"SalesInvoiceLine|SalesInvoice|SIG1240001|10"
"SalesInvoiceLine|SalesInvoice|SIEF240001|10"
"SalesInvoiceLine|SalesInvoice|SIG1240002|10"
"SalesInvoiceLine|SalesInvoice|SIPZ2250001|10"
"SalesInvoiceLine|SalesInvoice|SITE1250001|10"
"SalesInvoiceLine|SalesInvoice|SIG1250002|10"
"SalesInvoiceLine|SalesInvoice|SIG1250003|10"
"SalesInvoiceLine|SalesInvoice|SIG1250004|10"
"SalesInvoiceLine|SalesInvoice|SIG1250005|10"
"SalesInvoiceLine|SalesInvoice|SIG1250005|20"
"SalesInvoiceLine|SalesInvoice|SIT1R250003|10"
"SalesInvoiceLine|SalesInvoice|SIT1R250003|20"
"SalesInvoiceLine|SalesInvoice|SIG1250006|10"
"SalesInvoiceLine|SalesInvoice|SIG2250001|10"
"SalesInvoiceLine|SalesInvoice|SIG2250002|10"
"SalesCreditMemoLine|SalesCreditMemo|SCE1210005|160000"
"SalesCreditMemoLine|SalesCreditMemo|SCE1210006|160100"
"SalesCreditMemoLine|SalesCreditMemo|SCE1210001|160200"
"SalesCreditMemoLine|SalesCreditMemo|SCE1250001|10"
"SalesCreditMemoLine|SalesCreditMemo|SCG2250001|10"
"SalesInvoiceLine|SalesInvoice|SIG1250001|10"
"SalesInvoiceLine|SalesInvoice|SIG1250001|20"
"SalesOrderLine|SalesOrder|SO250007|10"
"SalesShipmentLine|SalesShipment|SH250007|10"
"SalesInvoiceLine|SalesInvoice|SI1|10"
"SalesCreditMemoLine|SalesCreditMemo|SCE1210005|160000"
